Haber;Kategorizasyon
son dakika haberi cumhurbaskani recep tayyip erdogan ak parti genel merkezinde yeniden refah partisi genel baskani fatih erbakan ile gorustu erbakan gorusmenin ardindan parti genel merkezinden ayrilirken yaptigi aciklamada secimle ilgili birtakim konular muzakere edildi ancak su asamada bu kadariyla iktifa etmek daha uygun olur dedi son dakika haberi cumhurbaskani ve ak parti genel baskani recep tayyip erdogan yeniden refah partisi genel baskani fatih erbakani kabul etti erbakani kabulun gerceklesecegi ak parti genel merkezine gelisinde ak parti genel sekreteri fatih sahin karsiladi basina kapali gerceklesen kabul yaklasik bir saat surdu fatih erbakan gorusmenin ardindan parti genel merkezinden ayrilirken yaptigi aciklamada cumhurbaskani erdoganin daveti uzerine bir gorusme gerceklestirdiklerini soyledi kabulde gazzedeki gelismeler ve turkiye gundemiyle ilgili konularin gorusuldugunu aktaran erbakan yaklasan secimlerle ilgili cesitli fikir alisverisi gerceklestirdiklerini kaydetti ankara ve istanbulda bir ittifak olabilecegini soylemistiniz bu gorusmede bu degerlendirildi mi sorusuna erbakan secimle ilgili birtakim konular muzakere edildi ancak su asamada bu kadariyla iktifa etmek daha uygun olur bizim de teskilatimizla yetkili kurullarimizla degerlendirmeler istisareler yapmamiz gerekir yanitini verdi erbakan vakti geldiginde gerekli goruldugunde daha ayrintili bir aciklama yapilacagini ifade etti yakin zamanda bir gorusme planlaniyor mu sorusu uzerine erbakan planlanmis bir gorusmenin olmadigini soyledi;siyaset 
saglik bakanligi eski hukumlutmy statusunde surekli isci istihdami yapacaklarini duyurmustu adaylar aralik tarihleri arasinda turkiye is kurumunun iskur esubeiskurgovtr adresinden basvurularini gerceklestirdiler basvuru sureci ardindan gozler kura tarihine cevrildi peki saglik bakanligi isci alimi kura cekimi ne zaman saglik bakanligi isci alimi isci alimi icin basvuru sureci tamamlandi basvurular turkiye is kurumu iskur esubeiskurgovtr adresi uzerinden alindi sinava alinacak asil ve yedek listeler kura ile belirlenecek yapilan aciklamaya gore kura cekimi aralik cuma gunu saat ile saatleri arasinda ankarada duzenlenecek isim listeleri nasil ogrenilecek sinava alinacak adaylarin listesi iskurun gonderdigi ve talep sartlarina uyan basvuru sahiplerinin tamaminin yer aldigi listeler esas alinmak suretiyle munhal kadronun dort kati asil ve dort kati yedek oncelik hakkina sahip olarak basvuranlarin tamaminin yer aldigi listeler esas alinmak suretiyle de munhal kadronun dort kati asil ve dort kati yedek olarak noter huzurunda kura ile belirlenecek kura ile belirlenen sinava alinacak asil ve yedek aday listeleri yonetim hizmetleri genel mudurlugunun internet adresinde yayimlanacak basari puani kac sozlu sinavda tum adaylar yuz tam puan uzerinden degerlendirilecek en az altmis puan alan adaylar basarili sayilacak;teknoloji 
son dakika haberi saadet partisi kocaeli milletvekili hasan bitmez tbmm kursusunde konusma yaptigi sirada bayginlik gecirdi ilk mudahalesi mecliste yapilan bitmez ambulansla hastaneye kaldirildi bitmezin saglik durumuna iliskin aciklama yapan saglik bakani fahrettin koca ana damarinin tikali oldugunu anjiyo sonrasi sonuc alinamayinca milletvekilinin kalp akciger pompasina baglandigini acikladi koca milletvekilinin tedavisinin yogun bakimda surdugunu soyledi son dakika haberi saadet partisi kocaeli milletvekili hasan bitmez turkiye buyuk millet meclisinde devam eden butce gorusmelerinde konusma yaptigi sirada kursude bayginlik gecirdi bitmez tbmm genel kurulunda meclis adalet bakanligi disisleri bakanligi ve yuksek yargi kurumlarinin yili butcelerinin gorusmelerinde partisi adina soz aldi hasan bitmez konusmasinda israilin gazzeye saldirilari ve hukumetin dis politikasina iliskin degerlendirmelerde bulundu bitmez dakika suren konusmasini tamamlayip genel kurula yonelik hepinizi saygiyla selamliyorum ifadesini kullandiktan hemen sonra yere yigildi bitmez bu sirada kafasini kursunun arkasinda bulunan mermer basamaga carpti milletvekilleri bitmeze mudahale etmek icin kursuye dogru kostu dakika boyunca kalp masaji yapildi doktor milletvekillerinden iyi parti balikesir milletvekili turhan comez ile ak parti usak milletvekili ismail gunes bitmeze kalp masaji uyguladi bu sirada diger doktor milletvekilleri de bitmezin yanina geldi bitmeze uygulanan kalp masaji yaklasik dakika surdu bitmez daha sonra genel kurul salonuna getirilen sedye ile ambulansa tasindi bitmeze sedye uzerinde kalp masaji yapilmaya devam edildi bilkent sehir hastanesinde tedavi altina alinan bitmezin saglik durumunun ciddiyetini korudugu belirtildi son derece kritik ve ciddi saglik bakani fahrettin koca bitmezi ziyareti sonrasi aciklamalarda bulundu koca bitmezin dakika icinde hastaneye getirildigini ve anjiyosunun planlandigini dile getirip ana damarinin tam tikali oldugu goruldu yapilan mudahale sonrasi sonuc alinamayinca kalp akciger pompasina baglandi pompa ile hayati fonksiyonlarini devam ettiriyor diye konustu koca milletvekilinin durumunun son derece kritik ve ciddi oldugunu ifade etti tbmm baskani kurtulmus insallah tibbi mudahalelere olumlu cevap verir tbmm baskani numan kurtulmus da bitmezin saglik durumuna iliskin bilgi almak icin bilkent sehir hastanesine geldi saadet partisi grup baskani selcuk ozdag saadet partisi grup baskanvekilleri bulent kaya ve isa mesih sahin ile gorusen kurtulmus bitmezin saglik durumu hakkinda gazetecilere aciklama yapti kurtulmus bitmezin esi ve kiziyla da gorustugunu dile getirerek ailesi de gayet metin bir sekilde cenabiallahin sifa sahibi oldugunun bilincinde buradaki yapilan tibbi calismalari dikkatle izliyorlar hep beraber dua edecegiz doktorlarimizin gayretleriyle umit ediyoruz ki basarili bir sonuc elde edilecek ve hasan bitmez bey insallah yapilan tedavilere cevap vererek tekrar aramiza donecek allah sifa versin saadet partisi grubuna ailesine tbmmye ve butun milletimize de gecmis olsun dileklerimizi ifade ediyorum seklinde konustu durumu kritik dua ediyoruz adalet bakani yilmaz tunc da bitmezin durumunun ciddi oldugunu soyledi vekilimiz acilde yogun caba gosteriliyor diyen bakan tunc durumu kritik dua ediyoruz ifadesini kullandi saglikcilar butun gayreti gosteriyor saadet partisi genel baskani temel karamollaoglu bitmezin saglik durumuna iliskin aciklama yapti karamollaoglu bitmeze mecliste yapilmasi gereken butun mudahalelerin yapildiginin altini cizerek kendisi seker hastasi ve kalple de problemleri vardi calismalarini devam ettirebiliyordu suratle buraya nakli saglandi kalp masaji yapildi son verilen bilgi ile su anda yogun bakima alindi burada bakimi belli bir sure devam edecek saglikcilar butun gayreti gosteriyor yogun bakimda insallah sagligina kavusacak diye umit ediyoruz dedi bitmezin yasadigi saglik sorunu nedeniyle meclisteki butce gorusmelerine ara verildi cok sayida siyasetci bitmezin kaldirildigi hastaneye giderek son durum hakkinda bilgi aldi hasan bitmez kimdir hasan bitmez yilinda giresunun alucra ilcesinde dogdu gebze imam hatip lisesini bitiren bitmez elezher universitesi usuluddin fakultesinde ogrenim gordu gebze imam hatip lisesi mezunlar dernegi milli genclik vakfi anadolu genclik dergisi international islamic federation of student organizations international youth form ekonomik ve sosyal arastirmalar merkezi gibi pek cok sivil toplum kurulusunda kuruculuk ve baskanlik gorevleri basta olmak uzere cesitli kademelerde gorev yapti arapca ve ingilizce bilen bitmez halen islam birligi arastirmalari merkezi baskanidir saadet partisi secim isleri baskani ve tbmm donem kocaeli milletvekili olan bitmez evli ve bir cocuk babasidir;teknoloji 
karabukte sahipsiz kopek yasindaki cocuga saldirdi bacagindan yaralanan cocuga kuduz asisi yapildi karabukte sahipsiz kopegin isirdigi cocuk yaralandi karabuk mesleki egitim merkezine giden yasindaki kaan kuzey yalcin yolda basibos sokak kopeginin saldirisina ugradi kopegin bacaginda isirdigi yalcin merkeze giderek hocalarina kendisini kopek isirdigini soyledi hastaneye goturulen yalcin kuduz asisi vuruldu olayi anlatan yalcin dolmustan indim aradan girdim sola dondum mesleki egitim merkezine cikacaktim kopegi gordum gectim etrafindan arkamda kalmisti sonra arkamdan geldi yere dustum bacagimdan tuttu dedi bagirinca kopegin korkup kactigini soyleyen yalcin hastanede kuduz olma ihtimali var dediler birinci doz asimi oldum doz asi olacakmisim diye konustu;teknoloji 
edirnede sahibinin elinden kacan arabaya kosulu at aracta hasara neden oldu zubeyde hanim caddesinde uzerinde sahibi olmayan at arabasinin yol kenarindaki araclara carptigini gorenler durumu polis ekiplerine bildirdi yol boyunca araca carpan arabaya kosulu ati yakalayan mehmet sonmez ati arabasindan cikardiktan sonra bir agaca bagladi sonmez gazetecilere uzerinde sahibi olmayan atin hizli sekilde araclara carptigini soyledi at arabasi sahibinin ortada olmadigini belirten sonmez ati arabasindan cikarip agaca bagladik sahibi dustu mu hastaneye mi goturduler belli degil dedi olay yerine gelen tarim ve orman mudurlugu ekipleri atin cipinin olmadigini belirledi arabasindan cikartilan at edirne belediyesi ekipleri tarafindan bulundugu yerden alindi at arabasi ise olay yerinden cekici yardimiyla kaldirildi ote yandan araci hasar goren vatandaslar da at sahibinden sikayetci oldu;dunya 
ak parti sozcusu omer celik mkyk toplantisinin ardindan gundeme iliskin aciklamalarda bulundu celik bir donem ak partide milletvekilligi de yapan ankaragucu baskani faruk kocanin hakem halil umut melere saldirisinin ardindan partiden ihrac istemiyle disipline sevk edildigini acikladi gazzedeki israil saldirilari da celikin gundemindeydi celik abd ve bmye tepki gosterdi bmye birkac yil sonra katilan olmazsa kimse sasirmasin dedi yaklasan yerel secim oncesinde cumhur ittifakinda herhangi bir sorun olmadigini soyleyen celik ak parti ile mhpli heyetler arasindaki gorusmelerin son asamaya geldigini belirterek adaylarin onumuzdeki gunlerde aciklanmaya baslanacagini ifade etti ak parti sozcusu omer celik mkyk toplantisinin ardindan gundemdeki konulara iliskin aciklamalarda bulundu celik dun aksam caykur rizespor macinin sonunda hakeme saldiran bir donem ak partide milletvekilligi de yapan mke ankaragucu baskani faruk kocanin ihrac istemiyle disipline sevk edildigini acikladi celik gazzedeki son duruma iliskin de konustu basin toplantimiz bittiginde birkac tane daha masum ve cocuk hayatini kaybetmis olacak diyen celik bm guvenlik konseyinde ateskes onerisini veto eden abdyi elestirdi celik israil ordusunun masum kadinlari cocuklari oldurmesine onay veriyorlar burada bircok ulke evet dedigi halde bir tek abdnin vetosuyla bu gerceklesiyor bu resim israil ordusunun masum gazzeli cocuklari oldurmesine verilen onayin resmidir dedi ak parti sozcusu birlesmis milletleri de elestirerek bmye birkac yil sonra katilan olmazsa kimse sasirmasin ifadelerini kullandi cumhur ittifakinda sorun yok celik aciklamalarinin ardindan gazetecilerin sorularini da yanitladi yaklasan yerel secim uzerine sorulan bir soruyu yanitlayan celik cumhur ittifakinda bir sorun olmadigini soyledi ak parti ve mhp heyetleri arasindaki gorusmelerde sona gelindigini belirten celik adaylarin onumuzdeki gunlerde cumhurbaskani recep tayyip erdogan tarafindan aciklanacagini soyledi celikin aciklamalarindan satirbaslari soyle cumhurbaskanimizin mkyknin basinda yaptigi bir konusma oldu yerel yonetimler secimlerine donuk olarak yapilacaklara iliskin talimatlarini verdiler secim isleri baskanligimiz calismalarini surduruyor ak parti her zaman oldugun gibi secimlere hazirlikli bir partidir kurdugumuz sistemler vatandasimizin oyuna sahip cikmadaki hassasiyetimiz son derece yetkindir ali ihsan yavuz bey baskanligindaki arkadaslarimiz calismalarini surduruyorlar teskilat baskanimiz erkan kandemir bey anadoluda teskilatlarimizla bir araya geliyor teskilat baskanimiz butun vaktini anadoluda geciriyor ankaragucu baskani ak partiden disipline sevk edildi dun uzunucu bir olay oldu futbolda siddet hadisesi bugun de devam ediyor faruk kocanin eski milletvekilimiz olmasi sebebiyle bir degerlendirme yapmamiz gerekiyordu sayin cumhurbaskanimiz siddete karsi oldugumuzu guclu bir sekilde vurguladi ayni zamanda da bugun saldiriya ugrayan hakem kardesimizle goruserek gecmis olsun dileklerini iletti bu saldiriyla ilgili olarak bir disiplin sucu olustugu kanaati olusmustur tuzugumuzun uncu maddesi uyarinca merkez disiplin kuruluna sevkine mkyk tarafindan oy verilmistir gazzede son durum basin toplantimiz bittiginde birkac tane daha masum ve cocuk hayatini kaybetmis olacak gazzedeki katliam butun dunyanin gozleri onunde gerceklesiyor bati seriada da siddet olaylari devam ediyor e yakin filistinli hayatini kaybetti israil simdiye kadar saglik kurulusunu hedef aldi hastane ve saglik merkezi hizmet disi kaldi sifa hastanesi muduru alikoyuldu neredeyse yaklasik olarak bin filistinlinin olume terk edilmis bir ortamda yasadigi uluslararasi kurumlar tarafindan ifade ediliyor israil yasa disi faaliyetlerine baska acidan da devam ediyor israil yonetimi dogu kuduste donumluk bir alanda yaklasik bin konut insa etme planini onayladi bir yandan katliamlar devam ediyor bir yandan da filistinlilerin topraklarina el koyma seklindeki devlet eliyle hirsizlik devam ediyor bmye katilan olmazsa kimse sasirmasin israil ordusunun masum kadinlari cocuklari oldurmesine onay veriyorlar burada bircok ulke evet dedigi halde bir tek abdnin vetosuyla bu gerceklesiyor bu resim israil ordusunun masum gazzeli cocuklari oldurmesine verilen onayin resmidir bmye birkac yil sonra katilan olmazsa kimse sasirmasin abdye israile destek elestirisi biden yonetimi acil durum yetkisini kullanarak bin tank mermisinin israile satisina onay verdi butun bunlar ne adi altinda yapiliyor israilin kendisini savunma hakki adi altinda yapiliyor daha vahim bir sey gerceklesti gercekten akil caginin sonuna gelmisiz gibi bir takim belirtiler abdde bir karar tasarisi kabul edildi karar tasarisina gore antisiyonizim kavrami antisemitizme esitmis yani siz siyonizme karsitlik gosterirseniz yahudi dusmani oluyorsunuz bu kadar idraktan yoksun bir karar olabilir mi yunanistanla yeni donem dunyanin krizlerin icinden gectigi donemde dis politikamiz azami suretle baristan yana olan sorun dosyalarini kapatan bir iradeyle yonetiliyor sayin cumhurbaskanimizin son olarak atinada ortaya koydugu irade ve yaptigi aciklamalar onemlidir yunanistanla komsuyuz aramizdaki sorunlari kendimiz cozebilecek diplomatik kapasiteye sahibiz bu cografyaya disaridan birileri mudahale ettigi zaman kimsenin yararina olmadigi aciktir avrupa komisyonunun turkiye raporu burada karisikli ortak cikardan karsilikli kazanmaktan bahsediliyor gumruk birligi ve vize serbestisi cok onemlidir ama isin en tepesinde turkiyenin abye tam uyelik perspektifi vardir dogru olan sudur fasillari acarsiniz tek tek fasillarin icindekileri tartisiriz ama yok olmuyorsa fasli kapatmazsiniz simdi hic fasil acmamak gibi bir perspektif bu meseleleri konusmayalim demektir cumhur ittifakinda sorun yok cumhur ittifakinda bir sorun soz konusu degil ak parti heyeti ile mhp heyeti arasinda bircok gorusme yapildi gayet anlayis ve ortak hedefe yonelik gorusmeler yapildi heyetler arasindaki gorusmeler devam ediyor son asamaya gelindi sayin cumhurbaskanimiz ve sayin bahceli arasinda hicbir problem yok sayin cumhurbaskanimiz bu ayin uncu haftasindan itibaren aciklamalar yapmaya baslariz dedi sayin erbakanin ziyaretiyle ilgil gundem yerel secim sokak hayvanlari tartismasi en son da bu kardesimizin bu sekilde saldiriya ugramasi uzuntu verici bunlarin daha fazla olmasina goz yumulmasi soz konusu olmayacak gerekli tedbirler alinacak tum bunlar yapilirken gayet insani hayvanlarin her turlu guvenligini saglayan onlarin da iyi sartlarda korundugu ortamlarin olusturuldugu cesitli stratejiler gelistirilmeye calisilacak doga hayvanlar bizim rakibimiz degil hepimiz ayni kaderin parcalariyiz ortaya cikan tablo siyasi iflas tablosudur vatandasin onune birkac ay evvel buyuk iddialarla ortaya ciktilar iktidar olacaklarini soylediler bir suru cumhurbaskani yardimcisiyla turkiyeyi yoneteceklerini soylediler bu kadar farkli sesle bunlar cay bile demleyemezler kimisi yorgunluk kimisi yuk diyor vatandasa bu kadar soz verdiniz bir hesap vermek gerekmiyor mu ortaya cikan tablo siyasi iflas tablosudur;siyaset 
son dakika haberi abdde kritik enflasyon verisi aciklandi abdde tufe kasim ayinda yuzde ile yuzde lik beklentinin ustunde artti cekirdek enflasyon beklentilere paralel artarken yillik tufe yuzde e geriledi piyasa fiyatlamalarinda abd merkez bankasindan fed ilk faiz indirimi mayis ayinda bekleniyor son dakika haberi piyasalarin yakindan takip ettigi abd enflasyon verisi aciklandi abdde tufe kasim ayinda yuzde artti beklenti degisim olmamasi yonundeydi yillik bazda tufe beklentiler dogrultusunda yuzde den yuzde e geriledi cekirdek tufe beklentilere paralel kasimda enerji ve gida fiyatlarinin ayri tutuldugu cekirdek tufe yuzde le beklentilere paralel artis kaydetti cekirdek tufe yillik bazda da yuzde le ongoruler dogrultusunda gerceklesti kasimda barinma fiyatlarinda devam eden artis benzin fiyatlarindaki dususle dengelendi barinma endeksi kasimda aylik bazda yuzde ve yillik bazda yuzde yukseldi ayni donemde enerji endeksi aylik yuzde ve yillik yuzde azaldi enerji kalemi altindaki benzin fiyatlari da bu donemde aylik yuzde ve yillik yuzde luk dusus kaydetti gida endeksi ise bu donemde aylik bazda yuzde ve yillik bazda yuzde artti piyasalar nasil tepki verdi abdnin yillik hazine tahvil getirisi tufe getirisinin ardindan baz puan dususle yuzde ye geriledi dolar endeksi verinin ardindan yuzde dususle ye geriledi altinin ons fiyati ilk tepki olarak dolari gormesinin ardindan dolar civarinda hareket ediyor ilk faiz indirimi ne zaman bekleniyor fed politika faizi vadeli kontratlari fedin te faiz indirimlerine baslamasini fiyatliyor para piyasalarindaki fiyatlamalarda fedin ilk faiz indirimine mayis te gitmesi bekleniyor onceki tahmin mart tu fedin bugun baslayacak ve kararlari yarin aciklanacak olan federal acik piyasa komitesi fomc toplantisinda politika faizinin yuzde araliginda sabit tutulmasina kesin gozuyle bakildigini aktaran analistler fed baskani jerome powellin sozle yonlendirmelerinin de buyuk onem tasidigini dile getirdi;teknoloji 
son dakika haberi ibrahim ozkan ibb iyi parti grup baskanvekilligi gorevinden istifa ettigini acikladi son dakika haberi ibb iyi parti grup baskanvekilligi ibrahim ozkan sosyal medya hesabindan aciklamalarda bulundu ozkan iyi parti genel baskani meral aksenerin talebi dogrultusunda gorevinden istifa ettigini acikladi ozkanin paylasimi soyle genel baskan meral aksenerin talebi dogrultusunda artik hur ve mustakilim ibb iyi parti grup baskan vekilligi gorevinden istifa ediyorum ibrahim ozkan kimdir istanbul buyuksehir belediyesi iyi parti grup baskanvekili trabzon koprubasi dogumludur yilinda hafizlik icazetini aldi endustri muhendisligi alaninda lisans egitimini tamamladi yangin ve afet yonetimi alaninda yurtici ve yurtdisinda calismalari oldu turkiye yanginla mucadele vakfi trabzonlu is insanlari ve burokratlari dernegi ile bnu bizim neslin usaklari dernegi uyesidir ve yillarinda yapilan mahalli idareler secimlerinde mhp sancaktepe belediye baskan adayi oldu yilinda iyi parti sancaktepe kurucu ilce baskani olarak gorev yapti yerel secimlerinde sancaktepe ve istanbul buyuksehir belediye meclis uyesi olup istanbul buyuksehir belediyesi iyi parti grup baskanvekili olarak gorev yapmaktadir trabzonspor kongre uyesi olan ozkan profesyonel futbol oynamis yelken sporu ve dalgiclik yapmistir evli ve iki kiz cocugu babasi olup ingilizce almanca ve arapca bilmektedir;siyaset 
istanbul ikitellideki bir otomobil tamirhanesinde yangin cikti alevlere itfaiye mudahale ediyor istanbul ikitellide cikan yangina itfaiye ekipleri mudahale ediyor dolapdere sanayi sitesinde bir otomobil tamirhanesinde hanuz bilinmeyen bir nedenle yangin cikti ihbar uzerine olay yerine cok sayida itfaiye ekibi sevk edildi itfaiye ekiplerinin alevlere mudahalesi suruyor;teknoloji 
denizlide sahte zeytinyagi satanlara toplam bin lira para cezasi kesildi denizlinin buldan ilcesinde sahte zeytinyagi sattigi belirlenen kisiye toplam bin lira ceza kesildi ilce tarim ve orman mudurlugu ile buldan belediyesine bagli ekipler zeytinyagi satisi yapilan pazar yeri market ve sarkuterileri denetledi denetimlerde zeytinyagi olarak satisa cikarilmis litre taklit ya da tagsis urun ele gecirildi bu kapsamda saticiya toplam bin lira ceza uygulanan denetimlerde urunlere de el konuldu;teknoloji 
kastamonuda kafes operasyonunda kisi yakalandi kastamonuda suc orgutlerine yonelik duzenlenen operasyonda kisi gozaltina alindi kacakcilik ve organize suclarla mucadele baskanligi koordinesinde ulke genelinde ilde es zamanli duzenlenen kafes operasyonu kapsaminda kastamonu il emniyet mudurlugu kacakcilik ve organize suclarla mucadele sube mudurlugu ekipleri adrese operasyon gerceklestirdi operasyonda ruhsatsiz tabanca av tufegi kurusiki tabanca tabanca fisegi gram esrar sentetik ecza hapi ele gecirildi gozaltina alinan zanli hakkinda adli islem baslatildi;teknoloji 
diyarbakirin silvan ve hazro ilcelerinde milli istihbarat teskilati mit ve il jandarma komutanligi ekiplerince duzenlenen es zamanli operasyonda teror orgutu pkkkcknin sivil savunma birligi ypsnin yapilanmasinda aktif rolu bulundugu ve sosyal medya uzerinden orgutun propagandasini yaptigi tespit edilen supheli yakalandi silvan ve hazro ilcelerinde teror orgutu pkkkck ile orgutun sivil savunma birligi ypsnin faaliyetlerinin desifre edilerek engellenmesi ve teror orgutu mensuplari ile iliski icinde bulunan yardim ve yataklik ettigi degerlendirilen suphelilerin yakalanmasi amaciyla mit ile il jandarma komutanligi terorle mucadele ve istihbarat sube mudurlugu ekiplerince calisma baslatildi calismada belirlenen adrese es zamanli operasyon duzenlendi operasyonlarda pkkyps yapilanmasinda aktif rolu bulunan ve sosyal medya uzerinden pkkkck teror orgutunun propagandasini yaptigi tespit edilen supheli yakalanarak gozaltina alindi suphelilerin ev ve is yerlerinde yapilan aramalarda ise bir miktar uyusturucu ve uyarici madde ile ruhsatsiz av tufekleri ele gecirildi suphelilerin sosyal medya uzerinden teror orgutu propagandasi yapmak amaciyla kullandigi dijital materyallere de el konuldu suphelilerin jandarmadaki islemleri suruyor;dunya 
ardahanda gocmen kacakciligi yaptiklari iddiasiyla supheli gozaltina alindi il emniyet mudurlugu gocmen kacakciligiyla mucadele ve hudut kapilari subesi ekiplerince cildiraktas gumruk kapisinin bulundugu cildir ilcesinde duzensiz gocmenlere yonelik operasyon duzenlendi operasyonda bir isletmede yurda yasa disi yollardan giris yapan yabanci uyruklu kisilere yer ve imkan sagladigi iddiasiyla supheliler os ve ts gozaltina alindi;teknoloji 
ordunun fatsa ilcesinde yagis nedeni ile kayganlasan yolda surucusunun kontrolunu yitirdigi kamyonet devrildi surucu ile yanindaki kisi yaralandi kaza ile ilgili inceleme baslatildi kaza ilceye bagli oluklu mahallesi fatsakumru kara yolunun nci kilometresinde meydana geldi ecnin yagis nedeniyle kayganlasan yolda kontrolunu yitirdigi kamyonet bahceye devrildi ihbar uzerine kaza yerine jandarma itfaiye ve saglik ekipleri sevk edildi kazada surucu ec ile yanindaki aeg ed ve oc yaralandi yaralilar ilk mudahalelerinin ardindan hastanelere kaldirilarak tedavi altina alindi kaza ile ilgili inceleme baslatildi;teknoloji 
rizede odun toplamak icin gittigi sahilde dalgalara kapilip kaybolan zeynep bekari arama calismalari nci gunde suruyor ardesen ilcesinde yasayan zeynep bekar kasimda odun toplamak icin gittigi sahilde firtina nedeniyle olusan dalgalara kapilip kayboldu evine donmeyen bekar icin ailesi kayip basvurusunda bulundu afad ve polis ekipleri bolgede calisma yapti sahildeki aramada bekara ait olabilecegi dusunulen cizme teki bulundu bekari arama calismalari nci gunde surerken ekipler sahil boyunca karadan drone ile havadan ve denizden calismalarini surduruyor kiyida gozlem yapan ekipler ardesenin yani sira sinir ilcelerde de aramalarini surduruyor;teknoloji 
canakkalede polis ekiplerince duzenlenen uyusturucu operasyonunda kisi gozaltina alindi suphelilerden u tutuklandi canakkale il emniyet mudurlugu narkotik suclarla mucadele sube mudurlugunce kent merkez ve ilcelerinde uyusturucu madde satisi yapan ve kullanan suphelilere yonelik calismalar suruyor bu kapsamda aralikta gerceklestirilen operasyonda supheli gozaltina alindi yapilan aramalarda gram sentetik kannabinoid sentetik hap hassas terazi uyusturucu madde imalatinda kullanildigi degerlendirilen kilo gram agirliginda madde uyusturucu imalatinda kullanildigi degerlendirilen litre aseton silah mermi ve av tufegi ele gecirildi suphelilerden i emniyetteki islemlerinin ardindan serbest birakilirken digerleri ise adliyeye sevk edildi suphelilerden u tutuklandi si savciliktaki ifadesinin ardindan u ise cikarildigi mahkemece adli kontrol sartiyla serbest birakildi;teknoloji 
ak partide aday belirleme sureci devam ediyor mkyknin ardindan cumhurbaskani erdogan bir toplantiya daha katilacak erdoganin ankara izmir ve adana teskilat uyelerine kimi aday gormek istediklerini soracagi ogrenildi ak parti mkyk toplantisi sona erdi parti genel merkezindeki toplantiya cumhurbaskani ve ak parti genel baskani recep tayyip erdogan baskanlik etti cumhurbaskani erdoganin mkyk sonrasi partide baska bir toplantiya katilacagi ogrenildi edinilen bilgiye gore erdogan bu toplantida ankara izmir ve adanadan gelen teskilat uyelerine kimi aday olarak gormek istediklerini soracak cevaplarin kapali zarfla alinmasi bekleniyor aday belirleme surecinde boyle bir yontemin ilk kez uygulandigi belirtiliyor ak partide olmayan sehirlere yonelik temayul yoklamasi ilerleyen gunlerde de surecek fatih erbakan ile gorusme cumhurbaskani erdogan parti genel merkezinde yeniden refah partisi genel baskani fatih erbakani da kabul etti gorusme basina kapali gerceklesti;siyaset 
son dakika haberi iyi parti istanbul milletvekili salim ensarioglu diyarbakirda bir bulvara seyh saidin isminin verilmesine iliskin yaptigi paylasimlar nedeniyle disipline sevk edildi son dakika haberi iyi parti milletvekili salim ensarioglu sosyal medyadaki seyh sait paylasimlari nedeniyle disipline sevk edildi iyi parti sozcusu kursad zorlu ensarioglunun iyi partinin kurulusundaki temel degerlerini ve bugune kadar surdurdugu siyasi mucadele ve tutumunu yok sayan aciklamalarinin asla kabul etmediklerini dile getirdi zorlu milli mucadelenin ruhuna ve turkiye cumhuriyetinin kurucu iradesinin ortaya koydugu tarihi ve milli gerceklere aykiri paylasimini reddediyoruz boyle bir anlayisin partimizle hic bir iliskisi yoktur ve bundan sonra da olamayacaktir soz konusu paylasimla alakali genel baskanimizin talimatlariyla gereken disiplin sureci ivedilikle baslatilmistir dedi ne demisti ensarioglu seyh saidin isminin diyarbakirda bir bulvara verilmesine iliskin baslayan tartismalar hakkinda sunlari soylemisti son gunlerde diyarbakirda bir bulvara bolgemizin en onemli degerlerinden seyh said efendinin isminin verilmesi uzerinden baslayan tartismalarda bolgenin toplumsal ve dini degerlerinden birine donusen seyh saide yonelik ithamlari siddetle reddediyorum bu tur ithamlari ifade edenler toplumsal kutuplasmayi derinlestirmek disinda herhangi bir amaca hizmet etmeyenlerdir biz toplumun tum degerlerine saygi ve hurmeti bir hafiza barisi olarak goruyoruz bu minvalde daha once de defalarca dile getirdigim uzere seyh said gibi buyuk degerlere donusen beddiuzzaman said nursi ve seyid rizanin da mezar yerlerinin aciklanmasi hafiza barisina hizmet edecektir anilan degerlerin mezar yerleri aleni bir deger iken devlet sirri diye ifadelendirilmesi akla ziyan olmakla beraber hafiza barisina hizmet etmemektedir ulkemizde oncelikli olarak bir hafiza barisindan baslanip huzur ikliminin kalici olarak saglanmasinin tum kesimlerin dahli ile mumkun olabilecegi inancinin kirilmasina musade etmeyecegimizi ilgili taraflar bilmelidir ayrica bu inanci tasiyan ilgili kamuoyunun tasidigi bu inancini daha yuksek bir sesle dile getirmesini temenni ediyorum;teknoloji 
